gene_name	chr	TSS	TSS_POL2_sig
LOC643802	chr16	53371212	0.0617213
CCDC17	chr1	45624054	28.8089
FAS-AS1	chr10	88992975	0.105308
P2RX7	chr12	121132875	0.0358159
PATL1	chr11	59669037	36.8664
KHDC1L	chr6	73225496	0.0908385
RBMXL1	chr1	88992960	264.684
SCRN3	chr2	174395729	75.9139
LOC100287837	chr11	73309361	0.0383741
AAAS	chr12	53321610	299.221
OR10J1	chr1	159439721	0.0758223
MEGF11	chr15	66253750	0.0332887
CNPY1	chr7	155533862	0.0213044
MMP19	chr12	55842936	1.55462
PCBP1	chr2	70087476	198.801
MIR1268B	chr17	80098827	0.0444596
CYB5R2	chr11	7673500	30.8614
CAMSAP1	chr9	135907546	35.0563
PARP2	chr14	20343634	351.536
LINC00353	chr13	89564413	0.0569271
ANTXR2	chr4	80073229	61.6054
TMEM19	chr12	71686081	132.639
BIK	chr22	43110749	0.0448787
PIANP	chr12	6700415	0.00931438
TTN-AS1	chr2	178523190	116.679
GPRIN1	chr5	176610156	4.70876
HSFX3	chrX	149549924	0.00023
LINC01878	chr2	212795330	0.00383816
MIR129-2	chr11	43581393	0.0855873
RUNX1	chr21	34888699	262.314
OTOAP1	chr16	22545697	0.0488322
SPP1	chr4	87975713	0.0941659
THAP9	chr4	82900734	336.964
LOC101928402	chrX	123961341	97.8126
KCNIP1	chr5	170353486	0.0471009
LIPJ	chr10	88586761	0.00176148
SNORD19C	chr3	52691377	12.0465
EOGT	chr3	69013684	111.795
APCS	chr1	159587825	0.0080754
KRTAP5-5	chr11	1629802	0.0103265
FNBP4	chr11	47767341	230.323
MIR4779	chr2	86193108	1.47241
ST7-OT3	chr7	117182680	0.884829
HECTD4	chr12	112382431	99.3663
TRRAP	chr7	98878531	62.4003
UGCG	chr9	111896813	171.835
FGD5	chr3	14818961	0.00512552
ITPR2	chr12	26833194	10.2978
LINC00112	chr21	41716435	0.00220222
NRBP2	chr8	143840973	4.04962
TOPBP1	chr3	133661941	88.6056
FAM25BP	chr10	46369086	0.031976
ANO10	chr3	43691594	102.758
LINC00408	chr13	18905438	0.00181508
ACAT2	chr6	159762044	149.872
POC5	chr5	75717437	382.915
OR10Q1	chr11	58228918	0.0263365
PAPPA-AS1	chr9	116400606	0.0204593
MIR93	chr7	100093847	240.948
TMEM249	chr8	144354931	3.78405
FAM216B	chr13	42781549	0.0488102
FAM216B	chr13	42781583	0.0488102
LINC02789	chr1	199148597	0.0101131
SOX4	chr6	21593750	0.117536
AP3M1	chr10	74150828	101.209
ADGRG4	chrX	136300962	0.00175664
RNF144B	chr6	18387349	0.0263862
LOC103171574	chr15	84422518	0.00134269
SLC25A30	chr13	45418373	15.227
TPTEP2	chr22	38398926	7.14512
TOX	chr8	59119147	0.0150158
RFESD	chr5	95646878	157.5
LOC101927478	chr1	229508429	593.381
PLA2G4B	chr15	41838812	5.21509
HRAT5	chr5	271524	199.129
SLC26A4-AS1	chr7	107661798	0.00024558
CASC16	chr16	52606975	0.00045044
BCDIN3D-AS1	chr12	49828542	87.1474
PADI4	chr1	17308196	0.0423087
SLC2A6	chr9	133479099	0.113848
SLC12A2	chr5	128083765	126.368
ECD	chr10	73168095	358.458
P2RX3	chr11	57338351	0.0134078
MIR6079	chr1	43838621	0.0276125
AGAP5	chr10	73701328	0.176427
NYX	chrX	41447342	0.0658147
FPR3	chr19	51795156	0.105849
SNORD13I	chr11	100934273	0.112389
PACSIN3	chr11	47186434	7.67267
H4C4	chr6	26189112	419.096
TNP2	chr16	11269325	0.037717
VGLL3	chr3	86991149	0.00564015
EFL1	chr15	82262528	47.8906
CPT1C	chr19	49690847	35.6724
ENTR1	chr9	136410614	184.291
LINC00311	chr16	85282957	0.0597507
POTEG	chr14	19434341	0.00023
H3C3	chr6	26045383	0.152861
POLR1G	chr19	45406643	116.643
NBPF14	chr1	148595717	0.0119963
HCRT	chr17	42185452	0.0260219
LINC02177	chr16	9355587	0.0238675
PCYOX1L	chr5	149358045	39.5483
ZNF33BP1	chr10	37795175	0.130003
MAGEA6	chrX	152769729	0.00023
STING1	chr5	139482758	28.921
ZFP92	chrX	153418322	0.64184
CD47	chr3	108091031	32.3949
ACAD9	chr3	128879489	137.826
POGLUT1	chr3	119468962	64.725
NCOA2	chr8	70403808	10.6812
MIR1302-3	chr2	113583096	18.4427
MCEMP1	chr19	7677056	0.0232226
MIR4745	chr19	804939	38.1725
NDUFB9	chr8	124539101	586.415
RABGAP1	chr9	122941019	65.3111
SYT3	chr19	50639881	3.48486
WHAMMP3	chr15	22664738	8.18797
MRPL47	chr3	179604646	280.92
MIR4741	chr18	22933348	195.662
GNA11	chr19	3094361	12.2055
CASQ1	chr1	160190574	0.00764609
TRPC5	chrX	112082776	0.0420565
TSPY10	chrY	9527879	0.00023
TSPY10	chrY	9337463	0.00023
TSPY10	chrY	9398420	0.00023
TSPY10	chrY	9487266	0.00023
TSPY10	chrY	9398420	0.00023
TSPY10	chrY	9487266	0.00023
TSPY10	chrY	9527879	0.00023
CYRIB	chr8	129939811	71.282
EFS	chr14	23365172	0.0329876
OVAAL	chr1	180558973	0.00136018
TP53TG3D	chr16_KI270728v1_random	936466	0.0441383
SPINK13	chr5	148268793	0.0282987
RAMP2-AS1	chr17	42761257	0.00028298
COG4	chr16	70523554	371.901
TBC1D14	chr4	6909443	71.9574
TMEM53	chr1	44674481	40.5042
BPHL	chr6	3118375	362.301
IRAK1BP1	chr6	78867550	46.9953
ZNF410	chr14	73886858	64.064
LYPLAL1	chr1	219174170	200.82
CYP2R1	chr11	14891671	107.185
ADAMTS6	chr5	65481920	13.2087
NSD3	chr8	38382272	160.246
DUT	chr15	48331428	139.914
ASNSD1	chr2	189661458	82.0719
IGSF8	chr1	160098828	5.27802
LINC02148	chr5	118282573	0.00397156
JAM3	chr11	134069071	0.30415
MYL5	chr4	674541	55.2476
LOC107001062	chr10	47407164	0.550024
MRPL53	chr2	74472680	257.57
TBC1D3P5	chr17	27418004	0.0192979
PRXL2B	chr1	2586522	50.8784
MIR6502	chr12	66251081	0.0156784
DHRS1	chr14	24299780	44.3972
LINC01144	chr1	45303909	243.44
MIR568	chr3	114316569	0.00738747
CCT7	chr2	73234235	301.41
MIR627	chr15	42199666	0.529277
DNAH10	chr12	123762300	4.42546
LOC100505555	chr19	9793180	26.9314
BTBD9-AS1	chr6	38481595	0.0496019
CARMN	chr5	149406844	0.00619892
EED	chr11	86244752	191.902
TBCD	chr17	82752064	26.0056
NGF-AS1	chr1	115283033	0.0534119
ZNF77	chr19	2944971	118.204
SSX5	chrX	48196763	0.00179928
INPP4B	chr4	142305944	0.0748874
CLCA2	chr1	86424170	0.0118449
RNF128	chrX	106693837	0.0143107
CEP57L1	chr6	109095162	198.899
GSTZ1	chr14	77321035	152.621
HPD	chr12	121888611	112.639
CFHR3	chr1	196774839	0.0162135
THEMIS	chr6	127901081	0.0939642
SRD5A1P1	chrX	139446818	0.00350084
CAPN2	chr1	223712538	34.4491
VSTM2A	chr7	54542324	0.0117423
VSTM2A	chr7	54542374	0.0117423
LINC01493	chr11	38648857	0.012232
PDCD2	chr6	170584637	128.964
LORICRIN	chr1	153259686	0.013162
MOB3C	chr1	46616891	17.9693
CACNA1F	chrX	49233340	0.063848
TLR8-AS1	chrX	12943300	0.0330732
RAD9B	chr12	110502330	182.623
GXYLT2	chr3	72888045	7.42885
RNU11	chr1	28648599	15719.1
POLR2J2	chr7	102671735	6.06666
MSRB1	chr16	1943199	39.1523
PRICKLE2-AS3	chr3	64187543	0.0325118
SPOCK1	chr5	137499326	0.0140835
LOC101929479	chr15	85234795	0.00369233
FOS	chr14	75278827	431.754
BAMBI	chr10	28677520	90.394
LINC02403	chr12	58087891	0.0151572
CSN2	chr4	69961011	0.0777076
NDUFAF7	chr2	37231630	253.282
FAM83A	chr8	123182664	46.5176
SEC22A	chr3	123201942	67.736
SNORD149	chr8	143506248	0.248726
RFC3	chr13	33818148	82.0416
PIN4P1	chr15	43878171	2.72996
TRIB1	chr8	125430357	114.909
PMAIP1	chr18	59899995	154.848
LAMC3	chr9	131009173	6.177e-05
LINC00305	chr18	64149026	0.0365365
IFIH1	chr2	162318684	0.235253
LINC02431	chr4	171040601	0.0324121
TRAP1	chr16	3717524	95.4972
ZNF530	chr19	57599884	16.4544
ZSCAN5B	chr19	56197890	0.0307827
NKILA	chr20	57710182	0.0597635
HTR3E	chr3	184097063	0.132993
EEF2	chr19	3985463	605.039
HNRNPH2	chrX	101408132	134.915
FOXD2	chr1	47438043	87.6999
PLEKHM2	chr1	15684319	15.2135
TRAIP	chr3	49856564	88.4012
NRN1L	chr16	67884884	18.5075
SEC63	chr6	107958208	231.046
C3orf49	chr3	63819298	0.122098
TGFBR1	chr9	99105112	23.4483
MIR513A1	chrX	147213591	0.00140368
SRGN	chr10	69088102	174.332
BAGE	chr21	10413519	216.348
OR52N4	chr11	5754692	0.0138215
MIR3936	chr5	132365599	0.189611
FOXK1	chr7	4682294	3.57161
NALCN-AS1	chr13	100708324	0.266173
SNRPE	chr1	203861598	317.804
CNMD	chr13	52739820	0.00556493
TSSC2	chr11	3380960	148.775
BASP1	chr5	17216822	0.0651038
TSFM	chr12	57782786	214.683
MRPL43	chr10	100987497	95.9693
RIMS2	chr8	103819219	0.0121781
ECI2	chr6	4135597	132.475
TDRD7	chr9	97412095	2.62579
MIR95	chr4	8005381	0.0117548
MIRLET7A2	chr11	122146593	0.0312714
INTS6L-AS1	chrX	135520674	310.96
DLG1	chr3	197298576	171.82
SNORA4	chr3	186787612	71.4856
SPATA24	chr5	139404089	17.1486
FAM181B	chr11	82733864	0.0283978
GUCA1C	chr3	108953846	0.120598
LOC101928551	chr4	174831727	0.0101281
CDH15	chr16	89171747	0.080564
LINC01778	chr1	30824651	57.2953
LINC02392	chr12	90293317	0.0463162
RXYLT1	chr12	63780125	140.38
HYOU1	chr11	119057205	144.45
LOC101930421	chr10	628563	0.0126337
MIR216B	chr2	56000795	0.0479053
KANSL1	chr17	46193429	143.438
TGM2	chr20	38165270	5.28186
MIR761	chr1	51836402	0.506928
DLGAP1-AS2	chr18	3603736	438.038
ZNF354A	chr5	178730659	2.75267
TPGS2	chr18	36829002	140.217
IDH2	chr15	90102468	35.7762
RPL22L1	chr3	170870195	668.677
MIR663AHG	chr20	26209233	0.00023
SET	chr9	128689221	44.865
LINC01800	chr2	64863631	0.0233343
OR6F1	chr1	247712755	0.0525546
ZBTB25	chr14	64503964	116.608
SNORD103A	chr1	30935776	8.74144
LOC102467217	chr5	115672652	0.0477077
SLC7A2	chr8	17497087	0.0557835
SNAR-A13	chr19	47907677	0.00023
SNAR-A13	chr19	47944921	0.00023
NANOS2	chr19	45914778	0.105685
CAPN8	chr1	223665701	0.0174601
ZNF48	chr16	30378311	184.602
ZBTB44	chr11	130314712	66.0295
LCNL1	chr9	136982992	0.153962
PRR36	chr19	7874390	0.0486153
HESX1	chr3	57227615	46.8776
GALNT6	chr12	51391406	11.4928
MIR519A2	chr19	53762343	0.00324688
CNOT8	chr5	154858248	243.109
CCDC15	chr11	124954201	304.737
FAM83C-AS1	chr20	35285250	71.1643
ASPA	chr17	3474109	0.0655552
RNF169	chr11	74748848	62.778
NR1I3	chr1	161238210	0.139334
C15orf65	chr15	55408494	39.2001
TAF1D	chr11	93741495	662.838
PRR7-AS1	chr5	177447944	55.9281
LINC02314	chr14	101442075	0.0444642
UQCRC2	chr16	21953360	228.807
FBXW4	chr10	101695170	63.4447
SPATA8	chr15	96783434	0.0300728
VNN3	chr6	132734765	0.0524015
PGRMC2	chr4	128287813	31.7609
CELSR1	chr22	46537620	0.00245295
CRISP2	chr6	49713590	0.00891627
SPDYE7P	chr7	72871506	0.0390389
RNY4	chr7	148963314	2.72062
GPR89B	chr1	147928419	217.791
PSTPIP1	chr15	76995125	0.0122582
SNORD101	chr6	132815306	173.387
MARS1	chr12	57488067	72.5814
PRKAG1	chr12	49018776	225.262
SNORD102	chr13	27255063	20.5442
IGF2BP3	chr7	23470491	100.242
DNAH8-AS1	chr6	38953107	0.0128647
ZNRF3	chr22	28883571	52.6523
GUCY1B1	chr4	155759020	0.0120638
NCBP3	chr17	3846246	80.2122
SNORD133	chr12	50456570	9.99971
MRPL4	chr19	10252213	151.573
WDR18	chr19	984344	49.1449
PITPNC1	chr17	67377280	0.189785
DERL3	chr22	23839006	2.11071
MIR6821	chr22	49962865	10.6388
MPPED1	chr22	43416551	0.0158061
GABRG3	chr15	26971180	0.0283404
MIR617	chr12	80832629	0.0561421
DHPS	chr19	12681880	301.157
MIR11400	chr7	142474526	8.391e-05
LOC105372069	chr18	36923814	0.146164
KBTBD12	chr3	127915231	0.00798412
ANAPC1P1	chr2	86861824	0.00023
KLHL2	chr4	165207617	0.925
SNORD36C	chr9	133350845	62.1176
LRRIQ1	chr12	85036350	0.0194935
MIR1269B	chr17	12917342	0.0427843
KCTD1	chr18	26640344	0.0936265
AK8	chr9	132878284	8.02621
NBPF20	chr1	145405778	0.163719
IL21R	chr16	27427270	0.078037
SPPL3	chr12	120904358	39.8766
FAM3A	chrX	154516242	120.164
NAALADL2-AS3	chr3	175115242	0.00894953
NLRX1	chr11	119168724	10.1009
C10orf88B	chr10	122879632	105.361
DYNC1H1	chr14	101964572	106.756
HID1	chr17	74972759	0.0711975
BMP10	chr2	68871397	0.0622501
MIR6815	chr21	45478265	0.414248
PER3P1	chr7	9634269	0.0688086
GGT5	chr22	24245142	0.00457742
SLC39A11	chr17	73092688	50.9314
CCL7	chr17	34270220	0.0172488
PRSS36	chr16	31150066	0.00845465
OR7E5P	chr11	55986405	0.0159862
NDUFB4	chr3	120596335	101.268
LRIF1	chr1	110963922	397.155
WASH2P	chr2	113583652	59.9709
RPS26	chr12	56041917	683.502
SLC30A4	chr15	45522755	2.98848
PF4V1	chr4	73853295	0.0212055
PSMA8	chr18	26133868	0.0172217
CASP4LP	chr11	104918175	0.0326708
LOC102503427	chr5	72557076	0.00829728
GADD45GIP1	chr19	12957223	130.162
LOC107985770	chr2	69798998	7.942e-05
FAAH	chr1	46394316	0.0393128
GOT1	chr10	99430624	134.232
MIR302B	chr4	112648557	4.99752
HOXA9	chr7	27165537	0.00495795
FAM66D	chr8	12115781	0.0186106
CACNA1C-IT3	chr12	2269775	0.00533809
DDR1	chr6	30884979	8.07307
MIR5187	chr1	161227185	23.3796
DCAKD	chr17	45061131	182.501
WNT6	chr2	218859804	0.0098465
LOC100507516	chr8	53523965	0.0373909
ANP32B	chr9	97983340	142.438
MIR4770	chrX	6383963	0.00222688
MIR12115	chr4	22515311	0.00601433
LINC02414	chr12	131648121	0.175141
DDX21	chr10	68956169	594.967
SLC35G1	chr10	93893977	95.0177
SNORD159	chr21	46194159	13.9806
PFDN2	chr1	161118037	170.948
LINC01075	chr13	62212281	0.00023
MUC13	chr3	124934751	0.00452824
TMEM154	chr4	152679997	0.00021761
SMU1	chr9	33076674	120.537
KAAG1	chr6	24356902	0.0354698
LOC101928401	chr7	56538130	0.0092003
SPOCK3	chr4	167234590	0.00874946
RNASE6	chr14	20781267	0.0801881
ACAP2	chr3	195443020	78.2518
CKMT2	chr5	81233319	0.988106
LOC101926915	chr6	46276323	0.0118171
OR5K1	chr3	98469479	0.118828
LINC00431	chr13	110966026	19.3418
SH3BP4	chr2	235027734	0.0367448
MRAS	chr3	138348578	4.26744
PLPPR3	chr19	821952	8.98537
LINC00589	chr8	29748109	0.0591635
MIR553	chr1	100281240	1.46003
LINC02482	chr4	6673881	1201.25
MIR6721	chr6	32170116	7.95095
TM7SF2	chr11	65111871	115.797
LOC105370295	chr13	24541720	0.00881025
ZSCAN25	chr7	99616945	280.034
LPCAT2	chr16	55509071	8.051
BMP8B	chr1	39788865	4.77268
TAS2R43	chr12	11092313	0.00023
CRNN	chr1	152414263	0.0110974
RPL24	chr3	101686718	385.107
CRAMP1	chr16	1612359	100.162
RHOG	chr11	3840959	21.4489
GDF11	chr12	55743121	37.9051
LINC02219	chr5	68189875	0.0233889
LRRC43	chr12	122183122	0.139192
CLPS	chr6	35797323	0.00566776
INPP1	chr2	190343588	0.0112273
ATP6V1H	chr8	53843245	102.816
MIR6715A	chr10	112299611	0.00156172
PERP	chr6	138107419	0.00803636
MRTFA-AS1	chr22	40521799	0.417022
ZNF44	chr19	12294612	40.5578
OR2L8	chr1	247948857	0.062022
TMOD2	chr15	51751596	8.52688
ARMCX3	chrX	101623150	20.0097
GNAS	chr20	58889179	47.1908
GDF1	chr19	18896158	0.300897
METTL11B	chr1	170145958	0.0167298
PRRG3	chrX	151698306	0.0237689
TCEAL2	chrX	102125678	0.0041362
NACA4P	chr8	101368892	0.00884388
ALX3	chr1	110070672	0.0428765
PARD3B	chr2	204545474	1.7624
CATIP	chr2	218356856	0.186969
MIR3973	chr11	36010097	0.0757655
OR56B4	chr11	6107683	0.0626009
TM4SF19-AS1	chr3	196318331	241.698
LOC101927420	chr7	87152493	493.994
ROBO4	chr11	124897865	0.0633466
ADA2	chr22	17221848	0.147666
MIR9500	chr2	218823089	0.0407917
ACSS2	chr20	34876524	49.6069
TP73	chr1	3652515	2.48799
MIR4303	chr12	97995448	0.0157212
FURIN	chr15	90872853	29.087
RNASEH1	chr2	3558333	194.924
GSDMB	chr17	39918650	6.45028
LINC01049	chr13	90493287	0.00111829
MIR4767	chrX	7147859	46.3725
NOG	chr17	56593698	0.00200868
PEX11B	chr1	145918924	68.1171
FAM183A	chr1	43147903	0.0431172
OR52K1	chr11	4482645	0.0760828
NECAB3	chr20	33674428	23.2166
FH	chr1	241519755	213.262
RFPL1	chr22	29438582	0.0124742
RAD51AP1	chr12	4538889	58.4416
OR52M1	chr11	4545190	0.0319218
LRRC7	chr1	69567921	1.46767
HMGA2-AS1	chr12	65881578	0.0374203
WFDC2	chr20	45469752	0.0156087
MPLKIP	chr7	40134622	113.848
RP9	chr7	33109404	15.1299
COL7A1	chr3	48595329	1.61514
ZBTB4	chr17	7484249	1426.01
DEFB116	chr20	31308585	0.0153725
MYO15B	chr17	75588057	0.0523353
LOC400622	chr17	77527000	1.15253
CFH	chr1	196651877	25.4877
MOG	chr6	29657091	0.0177101
LOC100129484	chr7	5428927	21.9813
MIR371B	chr19	53787742	1.3982
GMFG	chr19	39336043	2.29247
RAB6D	chr2	131364168	0.0533281
MAGEC3	chrX	141894665	0.0048737
LOC105379393	chr8	42051749	22.374
NPTN	chr15	73633389	90.9039
OR4D9	chr11	59514912	0.00109933
SLC35A5	chr3	112562044	190.116
ZNF655	chr7	99558641	309.423
CA8	chr8	60281400	517.096
ASTE1	chr3	131026825	67.9267
LRRK2	chr12	40224996	0.821929
ZER1	chr9	128771927	69.5884
PRAP1	chr10	133347372	4.30315
PHYH	chr10	13300064	53.9746
LINC02405	chr12	127060397	162.876
SNORA5A	chr7	45104482	44.8464
HIF1A	chr14	61695512	97.2624
CCNI2	chr5	132747425	0.00201878
OR13C5	chr9	104599413	0.0202643
GRM8	chr7	127252941	0.474908
MGP	chr12	14885854	0.107956
VPS4B	chr18	63422476	157.109
HTRA2	chr2	74529932	263.466
CELSR3	chr3	48662886	32.7399
OAF	chr11	120211031	7.13271
CRPPA	chr7	16421538	44.3268
PIGA	chrX	15335523	92.9115
LINC00266-3	chr6	148159	0.071636
RBM47	chr4	40515985	18.697
TP53BP2	chr1	223845972	102.965
EFNB1	chrX	68829020	9.86348
SAT2	chr17	7627821	6.04892
NDUFA13	chr19	19516224	182.908
OGFOD3	chr17	82418586	89.7183
ANKRD13B	chr17	29593131	1.30933
TTC21A	chr3	39107660	29.9462
NUFIP1	chr13	44989471	55.1807
LANCL1	chr2	210476775	61.2637
LINC01151	chr8	122694106	0.00255377
GMPR2	chr14	24232621	75.2662
IRAK4	chr12	43758943	122.668
SLC35G4	chr18	11609557	0.00023
SORCS3	chr10	104641289	0.00023
IL21-AS1	chr4	122618982	0.0115081
NAXE	chr1	156591775	218.248
LINC01981	chr3	27834136	0.0401943
TTTY9B	chrY	18590521	0.00023
TTTY9B	chrY	18729881	0.00023
ELMOD3	chr2	85354768	110.856
SNORD58C	chr18	49489324	20.5832
RBM5	chr3	50088918	65.8016
LOC105377924	chr6	106457248	0.0862681
LINGO1-AS2	chr15	77660050	0.0330909
NOTCH2NLC	chr1	149390637	2.56256
NOTCH2NLC	chr1	149390620	2.56256
TUBB	chr6	30720351	489.629
C17orf78	chr17	37375984	0.0209935
CPEB1	chr15	82647363	20.2251
CLPP	chr19	6361530	26.2591
TOP1P1	chr1	171338895	0.0637374
KCNS3	chr2	17878666	2.29146
PPARGC1B	chr5	149730309	101.133
CBLN4	chr20	56005519	0.00239555
DDX20	chr1	111755900	193.754
RGPD8	chr2	112433645	0.0198723
AIPL1	chr17	6435121	0.03329
MIRLET7E	chr19	51692785	2.15778
TIGD6	chr5	150000654	242.32
C9orf135-DT	chr9	69820739	3.74768
ATE1-AS1	chr10	121928311	107.965
OR51J1	chr11	5402396	11.4602
OR3A1	chr17	3292582	0.0126234
MIR6783	chr17	44934681	16.1005
MIR6088	chr19	45436653	0.269945
LINC02249	chr15	30196035	0.00023
LINC02249	chr15	32342677	0.00023
XKRY	chrY	17770560	0.00023
XKRY	chrY	18135448	0.00023
TP73-AS1	chr1	3747373	32.4881
MEIG1	chr10	14959387	92.962
DDX25	chr11	125903327	99.7072
HSD11B1	chr1	209686179	0.0700977
RNF13	chr3	149813214	22.7005
SNORD41	chr19	12706518	48.5558
TMEM105	chr17	81330674	0.00769505
MIR4422	chr1	55225640	0.0457651
LINC01895	chr18	3350559	0.00214477
MIR548Y	chr14	47761104	0.00268784
MIR6511A3	chr16	16324587	0.0118295
MIR3183	chr17	1022559	0.0101276
LINC02008	chr3	81986141	2.06056
LOC100132077	chr9	94332475	15.7832
OR10A2	chr11	6869754	0.393421
P2RY6	chr11	73265235	0.0472417
RUFY4	chr2	218069014	0.0748734
MIR6770-2	chr16	14930819	0.431463
SRPRB	chr3	133805814	101.515
ESYT1	chr12	56128201	164.168
UGDH	chr4	39527439	222.117
SLC2A7	chr1	9026345	0.0263071
RGMB-AS1	chr5	98773084	0.0182476
ATP6V1D	chr14	67359804	30.5175
RPL10L	chr14	46651781	0.0191519
MIR4251	chr1	3127974	0.0379911
SSB	chr2	169798870	248.243
WNT2B	chr1	112466540	0.0684793
DENND2D	chr1	111200646	0.245772
LINC02113	chr5	99533989	0.00023
TUBBP5	chr9	138150112	0.0456129
MIR503HG	chrX	134546630	0.320913
TPX2	chr20	31739289	173.878
MIR600	chr9	123111643	9.96891
CTSD	chr11	1763927	10.1898
MIR4776-1	chr2	212926256	0.00345317
MYH10	chr17	8630761	23.0059
RPGR	chrX	38327509	20.3512
MIR494	chr14	101029633	0.00281894
SLC4A1AP	chr2	27663470	120.719
RHOT2	chr16	668131	52.2512
CFC1B	chr2	130521221	0.00023
LINC02451	chr12	42646582	0.0243663
TOR1AIP2	chr1	179877803	239.845
SUMO4	chr6	149400261	0.272743
STAT3	chr17	42388442	32.289
HYAL3	chr3	50299405	64.5027
DNMT3B	chr20	32762384	37.2566
ETV5	chr3	186109089	88.3669
MIR499B	chr20	34990472	9.21796
SHISA7	chr19	55442863	0.0928121
MR1	chr1	181033982	36.2816
CDHR1	chr10	84194536	0.182602
SIK1B	chr21	6111130	0.00023
SIK1B	chr21	43427131	0.00023
EXD1	chr15	41230757	14.0467
SNORD98	chr10	68755171	3.26736
GFPT1	chr2	69387227	199.054
KDM4D	chr11	94973708	142.724
MIR20B	chrX	134169877	0.0504486
TMEM127	chr2	96265997	121.383
MAN1C1	chr1	25616790	0.150731
SLCO2A1	chr3	134029925	0.00023
ITGB6	chr2	160200272	0.0819659
UBE2Q2P1	chr15	84570795	69.72
LOC101929106	chr3	187207629	0.0692098
ASMTL	chrX	1452909	52.4829
C16orf91	chr16	1420747	138.135
LRRC4C	chr11	40293130	0.0231373
BEX3	chrX	103376322	0.0128597
PI4K2B	chr4	25234032	120.155
LINC02624	chr10	106140164	0.0390324
MRPS23	chr17	57850044	152.477
TMSB15A	chrX	102516739	0.0253747
CXXC1P1	chrX	47707190	0.036364
CCDC188	chr22	20151055	0.0731858
TMEM170A	chr16	75464443	177.041
USP17L1	chr8	7332386	0.00023
MIR8083	chr1	153689793	0.0202063
FAM89A	chr1	231040254	57.1402
LINC00533	chr6	28654475	0.637013
IZUMO1	chr19	48746909	12.7934
ALDH3A1	chr17	19745459	0.0199941
ZNF385C	chr17	42098473	0.0122984
SLCO4A1	chr20	62642502	79.7141
MMP25-AS1	chr16	3059370	47.8811
GCNT4	chr5	75052558	0.0263583
JRKL-AS1	chr11	96506877	21.1793
PDS5A	chr4	39977911	28.7265
STAB1	chr3	52495337	0.0742049
DEFB136	chr8	11974599	0.0256343
SFR1	chr10	104122107	123.571
IFNAR1	chr21	33324969	346.205
MEF2C-AS2	chr5	88676217	0.00938136
IGFL1	chr19	46229741	0.0286098
LINC01569	chr16	4253789	138.918
ECM2	chr9	92536092	0.257872
ADORA3	chr1	111503633	0.0001618
KLRF1	chr12	9827480	0.18746
MRTFB	chr16	14071312	51.5096
MIR1227	chr19	2234149	27.6162
HDAC8	chrX	72572843	18.3042
OR2F1	chr7	143959926	0.00551002
SUN5	chr20	33004433	0.0411769
APOBEC3D	chr22	39021126	55.0012
ATAD3A	chr1	1512161	150.239
PRIM1	chr12	56752323	144.308
LOC101928844	chr19	5847466	0.0642444
ERCC4	chr16	13920153	72.022
LOC102725023	chr19	54738545	0.0377631
RPL10A	chr6	35468400	761.775
ZNF831	chr20	59163820	0.0670381
LARGE2	chr11	45922655	3.96398
TNRC6A	chr16	24729650	47.0658
EIF5A	chr17	7307627	152.197
DDC-AS1	chr7	50531758	0.0463897
LOC646813	chr11	50409146	0.0052333
LINC02146	chr5	20615535	0.0316023
RBM12B-AS1	chr8	93740110	38.534
CFAP54	chr12	96489576	0.649739
MIR107	chr10	89592827	0.162289
LCE3A	chr1	152623103	0.0495229
FLJ33534	chr2	11132176	0.0333936
LOC105375744	chr8	124998198	39.2853
GH2	chr17	63881944	0.00774138
SMYD5	chr2	73214244	98.0045
NES	chr1	156677407	1.77559
ANKS1A	chr6	34889254	45.3003
ZNF213	chr16	3135028	106.542
GPN1	chr2	27628995	223.593
FCHO2	chr5	72956040	147.606
CNTNAP2	chr7	146774270	0.00513787
CCIN	chr9	36169387	0.0400754
GS1-279B7.1	chr1	185335039	0.00223623
ZNF518A	chr10	96130055	346.36
RPS6KA5	chr14	91060649	56.5011
SNORD61	chrX	136879271	27.3483
ANO1	chr11	70085417	0.0282048
TMBIM1	chr2	218287303	93.3728
U2SURP	chr3	143001569	198.838
LOC105373553	chr2	110611125	0.00023
XLOC_008559	chr10	90947299	0.0245157
HSF1	chr8	144291603	39.4779
DAZ1	chrY	23199092	0.00023
RAD23A	chr19	12945861	247.021
XKR7	chr20	31968150	0.00215184
SLC25A38	chr3	39383369	82.9294
FIBP	chr11	65888471	153.948
EPS15L1	chr19	16472012	22.4853
C1orf146	chr1	92217914	0.0121465
SURF2	chr9	133356549	55.4132
LYN	chr8	55879834	63.3655
SYPL1	chr7	106112312	111.682
ZNF580	chr19	55641001	82.5592
MCM7	chr7	100101397	225.348
GPR34	chrX	41688972	0.0663225
LOC105372990	chr22	30432685	0.298772
DSCR9	chr21	37208502	1.69746
LOC105371049	chr16	2091435	1.4657
PIK3CB	chr3	138834928	203.85
OR6B1	chr7	144003928	0.0672079
MIR3683	chr7	7067045	0.209215
FAAP20	chr1	2194775	27.1402
TMEM274P	chr1	9960787	2.35625
PRLH	chr2	237566573	0.21518
ABCC4	chr13	95301451	34.9127
FANCF	chr11	22625823	112.356
MIR4495	chr12	97939121	0.0177672
TAAR9	chr6	132538287	0.0513863
TRMO	chr9	97922181	273.842
