gene_name	chr	strand	gene_start	gene_end
VCL	chr10	+	73998115	74120168
STAG1	chr3	-	136336235	136752378
RETNLB	chr3	-	108755638	108757283
PRSS30P	chr16	-	2839572	2842751
HDAC6	chrX	+	48802066	48824972
OTOG	chr11	+	17547258	17646044
AANAT	chr17	+	76453350	76470117
ACKR2	chr3	+	42809444	42867286
FBXO43	chr8	-	100133350	100145817
SERPINI1	chr3	+	167735720	167825569
MIR5588	chr3	-	185253209	185253272
HCG14	chr6	+	28896529	28897320
MIR1233-1	chr15	-	34382068	34382150
MIR1233-1	chr15	-	34528289	34528371
NAPA	chr19	-	47487636	47515063
PHYHIP	chr8	-	22219702	22232338
NDUFB5	chr3	+	179604793	179627647
CTDSP2	chr12	-	57819926	57846729
CDKN2AIPNL	chr5	-	134402064	134411881
DCHS2	chr4	-	154322644	154491799
ZNF510	chr9	-	96754553	96778087
LINC01100	chr3	+	160020648	160031423
LOC100129534	chr1	-	2350414	2352661
TRIM49B	chr11	+	49028822	49038153
MIR578	chr4	+	165386241	165386337
KCNA5	chr12	+	5043878	5046788
LOC100129878	chr18	+	49023702	49048473
EPHA1-AS1	chr7	+	143407812	143523447
ERFL	chr19	-	41907703	41928449
MIR17HG	chr13	+	91347819	91354575
ITFG2-AS1	chr12	-	2805130	2812924
ZNF521	chr18	-	25061923	25352166
MIR769	chr19	+	46018931	46019049
OBSCN-AS1	chr1	-	228203505	228213655
SNORA38B	chr17	+	67740669	67740801
EMID1	chr22	+	29205895	29259597
LINC01270	chr20	+	50292719	50314919
XKRY2	chrY	-	17768979	17770560
XKRY2	chrY	+	18135448	18137029
PRAMEF11	chr1	-	12824604	12831410
NKRF	chrX	-	119588336	119606424
USP17L30	chr4	+	9363128	9364721
USP17L30	chr4	+	9329910	9331503
USP17L30	chr4	+	9334657	9336250
USP17L30	chr4	+	9339402	9340995
USP17L30	chr4	+	9344147	9345740
USP17L30	chr4	+	9348892	9350485
USP17L30	chr4	+	9353637	9355230
USP17L30	chr4	+	9325164	9326757
BSN-DT	chr3	-	49549305	49554366
BMP7-AS1	chr20	+	57213695	57215866
THAP6	chr4	+	75514472	75547322
EVPL	chr17	-	76006844	76027306
SOX6	chr11	-	15966448	16738477
NOTO	chr2	+	73202573	73212513
ACACB	chr12	+	109116586	109268225
LOC105375303	chr7	+	1619594	1621404
SMG1P6	chr16	-	29425410	29447026
MSL2	chr3	-	136148916	136196335
IHO1	chr3	+	49198427	49258104
MIR1302-5	chr20	-	50614635	50614785
LINC01176	chr7	+	30390884	30404054
LINC01739	chr1	-	63000496	63012471
LIN28B	chr6	+	104957106	105083332
ABI3	chr17	+	49210706	49223225
RXRB	chr6	-	33193587	33200665
SP6	chr17	-	47844907	47851163
IMP4	chr2	+	130342896	130347966
MARCHF4	chr2	-	216257864	216372483
ACTRT3	chr3	-	169766922	169769561
CLDN12	chr7	+	90403460	90415954
ZNF639	chr3	+	179323030	179338583
ZNF891	chr12	-	133119968	133130473
CENPH	chr5	+	69189582	69210357
CSNK2A3	chr11	-	11351941	11353250
DEFB105B	chr8	-	7821965	7823880
DEFB105B	chr8	+	7487678	7489593
FCHSD1	chr5	-	141639301	141651418
PCBP3	chr21	+	45748013	45942450
SNORD44	chr1	-	173865967	173866028
MIR6859-4	chr1	-	17368	17436
LINC02572	chr2	-	129860212	129877491
TMCO5B	chr15	-	33236475	33247555
POC1A	chr3	-	52075225	52154423
MEAK7	chr16	-	84476354	84504659
IL15RA	chr10	-	5952383	5977543
SNORD6	chr11	-	93731502	93731573
LDHAL6A	chr11	+	18455855	18479601
CLIP1-AS1	chr12	+	122395541	122399944
BRAP	chr12	-	111642145	111685956
MAST2	chr1	+	45803612	46036124
FAM241B	chr10	+	69630246	69633593
OR4C13	chr11	+	49952390	49953419
LINC01490	chr12	+	80763153	80770715
C2orf78	chr2	+	73784188	73817148
RBM15-AS1	chr1	-	110286375	110339171
LINC02561	chr10	-	5265988	5271236
CLN6	chr15	-	68206991	68229728
LINC01440	chr20	+	55423042	55426791
SECISBP2L	chr15	-	48988638	49046446
MATN3	chr2	-	19992051	20012668
CLRN2	chr4	+	17515164	17527104
TMEM255A	chrX	-	120258649	120311536
ZNF876P	chr4	+	212599	255984
CIDEC	chr3	-	9866709	9880254
ART4	chr12	-	14839984	14843526
LINC01795	chr2	+	58275876	58296548
NDRG2	chr14	-	21016762	21025105
ZC3H18-AS1	chr16	-	88560102	88561983
SPATA31D5P	chr9	+	81913436	81919927
PAIP1	chr5	-	43526267	43557077
KTN1	chr14	+	55580206	55684578
SHE	chr1	-	154479482	154502412
SCN1A-AS1	chr2	+	166081530	166301783
MIR337	chr14	+	100874492	100874585
LINC01355	chr1	-	23281308	23285518
MIR3125	chr2	+	12737366	12737444
ARL5B	chr10	+	18659430	18681639
SPATA31A3	chr9	-	66986303	66992550
HNRNPAB	chr5	+	178204532	178211163
MIR573	chr4	-	24520191	24520290
LOC105377621	chr4	-	102418601	102502486
B3GAT1	chr11	-	134378503	134411918
C7orf57	chr7	+	48035510	48061297
MIR603	chr10	+	24275684	24275781
LOC158435	chr9	+	96065838	96101912
GPR37L1	chr1	+	202122916	202133592
EZH1	chr17	-	42700274	42745040
SOX14	chr3	+	137764314	137766330
BCAT2	chr19	-	48795063	48811029
SERINC1	chr6	-	122443350	122471807
MED8	chr1	-	43383916	43389800
PSME3	chr17	+	42833396	42843760
NUP133	chr1	-	229440258	229508341
LIMD2	chr17	-	63695887	63700125
LYPD6	chr2	+	149329984	149474145
SOWAHD	chrX	+	119758587	119760202
MIR6732	chr1	+	37480229	37480289
AURKB	chr17	-	8204733	8210575
ANHX	chr12	-	133218311	133235836
ANHX	chr12	-	133218311	133235877
GGPS1	chr1	+	235328569	235344529
LOC102723385	chr16	-	19062753	19067691
MKRN2OS	chr3	-	12539778	12545499
GATM	chr15	-	45361123	45402227
OR4K13	chr14	-	20033843	20034758
SLC38A6	chr14	+	60981113	61083733
LOC441086	chr5	+	74865892	74867276
KRTAP19-3	chr21	-	30491461	30492013
ARHGAP26-IT1	chr5	+	143192499	143194166
SYNC	chr1	-	32679905	32702770
CA14	chr1	+	150257773	150265078
ACAD8	chr11	+	134253567	134265852
MIR502	chrX	+	50014597	50014683
TPTE2P6	chr13	+	24580207	24597674
LINC01143	chr2	+	70887870	70889984
TSPYL1	chr6	-	116274857	116279930
SRSF7	chr2	-	38743598	38751361
PIK3CD-AS2	chr1	-	9680844	9687574
WIPI1	chr17	-	68421280	68457524
MIR378H	chr5	+	154829457	154829540
MYO16	chr13	+	108595904	109208005
CCER2	chr19	-	38908979	38912158
LINC00351	chr13	+	85363602	85544662
ATP13A2	chr1	-	16985957	17011928
PCBP3-AS1	chr21	-	45827840	45836419
HLA-DRB4	chr6_GL000254v2_alt	-	3876735	3891707
HLA-DRB4	chr6_GL000256v2_alt	-	3851135	3866104
DEPTOR	chr8	+	119873721	120050918
CEACAM6	chr19	+	41755529	41772210
GSTM2P1	chr6	-	111046418	111047554
LINC02372	chr12	-	126869493	126874690
LINC01177	chr16	-	9441293	9444985
PTEN	chr10	+	87863624	87971930
FAM25G	chr10	-	47487235	47491700
XKR8	chr1	+	27959972	27968093
QSOX1	chr1	+	180154832	180198034
CDC42EP1	chr22	+	37560479	37569403
CHST10	chr2	-	100391859	100417668
AMHR2	chr12	+	53423854	53431672
LOC100288728	chr17	-	3134968	3176935
ARHGAP45	chr19	+	1065958	1087831
EIF3J-DT	chr15	-	44534504	44536923
MIR548T	chr4	+	173268159	173268233
TM4SF18	chr3	-	149318497	149333438
SRD5A2	chr2	-	31522479	31580938
LMNB1-DT	chr5	-	126751962	126776486
SH2D2A	chr1	-	156806242	156816848
RASA4B	chr7	-	102479975	102517777
MIR374B	chrX	-	74218546	74218618
BPNT1	chr1	-	220057481	220089853
CYSTM1	chr5	+	140175187	140243789
LINC02169	chr16	-	54245545	54270879
CLEC7A	chr12	-	10116780	10130199
DHCR24	chr1	-	54849626	54887195
CPEB2	chr4	+	15002480	15070151
TIRAP	chr11	+	126283086	126293176
TRAF1	chr9	-	120902392	120926796
PTDSS1	chr8	+	96261901	96336995
RNMT	chr18	+	13726672	13764556
LOC100272217	chr9	-	130577349	130579494
CSNK1G1	chr15	-	64165524	64356173
LINC02617	chr12	-	10332859	10338292
SEC61A2	chr10	+	12129640	12165404
SOX17	chr8	+	54457934	54460892
OR6K6	chr1	+	158754815	158755847
TRABD2B	chr1	-	47760527	47997385
PRY2	chrY	-	22071755	22096007
PRY2	chrY	+	22490396	22514637
FAM157B	chr9	+	138216855	138272073
NOL11	chr17	+	67717935	67744531
GTF2IP7	chr7	-	76092062	76108762
KCNH3	chr12	+	49539029	49558334
BDNF-AS	chr11	+	27506851	27677803
LTV1	chr6	+	143843272	143863812
SH3RF2	chr5	+	145936577	146063292
COL15A1	chr9	+	98943906	99070787
NBPF1	chr1	-	16562322	16613564
SPAG5-AS1	chr17	+	28599132	28617377
BVES	chr6	-	105096823	105136346
ABRACL	chr6	+	139028744	139043302
DNAJB5	chr9	+	34989744	34998428
ATAD2B	chr2	-	23748663	23927123
CTC-338M12.4	chr5	+	181246540	181257586
YKT6	chr7	+	44200977	44214294
GHDC	chr17	-	42189086	42194494
BLM	chr15	+	90717345	90816166
MAPK9	chr5	-	180233142	180292083
CRAT	chr9	-	129094793	129110793
PRR29	chr17	+	63998350	64004305
SNAR-A1	chr19	+	47918428	47918550
SNAR-A1	chr19	+	47934180	47934302
RFPL3	chr22	+	32354884	32361161
SNORD95	chr5	-	181243313	181243376
MIR140	chr16	+	69933080	69933180
MC2R	chr18	-	13882043	13915536
RANBP3L	chr5	-	36246915	36301902
PPP2CA	chr5	-	134194331	134226073
MIR606	chr10	+	75552457	75552553
KRT82	chr12	-	52393930	52406335
APMAP	chr20	-	24962924	24992751
LINC00534	chr8	+	90221487	90387959
SNORD150	chr11	-	119190566	119190641
LOC100130744	chr5	+	14712693	14716529
CFD	chr19	+	859663	863641
LINC01948	chr5	-	56457794	56481769
RAD51-AS1	chr15	-	40693754	40695105
BNIP3	chr10	-	131967682	131982013
MIR6735	chr1	+	43448538	43448611
GUSBP5	chr4	+	143559471	143561460
CAPN5	chr11	+	77066970	77126152
GKN2	chr2	-	68945231	68952893
COBLL1	chr2	-	164680187	164841823
MIR409	chr14	+	101065299	101065378
VCY	chrY	-	13985771	13986512
VCY	chrY	+	14056217	14056958
VWA8-AS1	chr13	+	41961168	41981565
ASB16-AS1	chr17	-	44175973	44186717
NBPF12	chr1	+	146938544	146996093
LOC101928087	chr8	+	142638595	142640645
LIG4	chr13	-	108207443	108218349
UC.134	chr3	+	158526707	158528574
LINC01376	chr2	-	18986450	19026971
SNORA11G	chrX	+	54927304	54927435
COG8	chr16	-	69326427	69339564
LOC105379807	chr9	+	67718187	67719239
MC3R	chr20	+	56248731	56249815
ZFP57	chr6	-	29672391	29681152
PPIAL4F	chr1	-	144372874	144373659
PPIAL4F	chr1	+	144592867	144593652
PPIAL4F	chr1	-	145241414	145242199
LINC00683	chr18	+	76619776	76623559
ATP2C2	chr16	+	84368537	84464187
KANSL2	chr12	-	48653210	48682238
NLGN4X	chrX	-	5890025	6227847
GTF3C6	chr6	+	110958705	110967872
PTAR1	chr9	-	69709526	69760011
TLE7	chr16	-	71429980	71442054
P2RX5-TAX1BP3	chr17	-	3662892	3696404
LINC02880	chr6	+	113904386	113921642
MSC	chr8	-	71841559	71844412
LOC102723373	chr16	+	53373492	53384259
PIGW	chr17	+	36534986	36539303
OR7D2	chr19	+	9185593	9188818
NSDHL	chrX	+	152831062	152869729
LYSMD1	chr1	-	151159747	151165902
LOC105378586	chr1	+	1599432	1607210
MIR1293	chr12	-	50234141	50234212
PROKR2	chr20	-	5299217	5316954
LOC105374704	chr5	+	29880559	29882103
MIR1245A	chr2	+	188978091	188978160
DOLK	chr9	-	128945529	128947603
CDKL2	chr4	-	75576495	75630528
INPP4A	chr2	+	98444857	98594392
PITPNB	chr22	-	27851668	27919306
GSC2	chr22	-	19146992	19150292
LINC01921	chr2	+	216870771	216871639
RABGGTA	chr14	-	24265537	24271627
ARL14EP	chr11	+	30323103	30338223
GPR182	chr12	+	56994491	56998447
MIR3925	chr6	-	36622435	36622512
PTCHD3	chr10	-	27398187	27414368
TVP23C	chr17	-	15502263	15563631
GRM7-AS2	chr3	-	6892636	6894017
PHKB	chr16	+	47461330	47701523
TBXT	chr6	-	166157655	166168655
SMAD4	chr18	+	51030212	51085041
ZCCHC17	chr1	+	31296981	31364953
GPR27	chr3	+	71753854	71756496
CENPL	chr1	-	173799549	173824639
CA2	chr8	+	85463901	85481492
ANKRD30B	chr18	+	14748171	14817091
DENND10	chr10	+	119104112	119137984
PLAGL1	chr6	-	143940299	144064599
TAS2R40	chr7	+	143222036	143223079
CHST4	chr16	+	71526119	71538590
MIR4447	chr3	-	116850276	116850367
LOC101928728	chr1	-	26691909	26694131
MARCHF6	chr5	+	10353694	10440388
ARMCX6	chrX	-	101615124	101618000
PCAT18	chr18	-	26687620	26703638
LOC285593	chr5	+	173579633	173581611
EGR4	chr2	-	73290928	73293548
ERVK3-1	chr19	+	58305373	58315657
ERI1	chr8	+	9002896	9033338
LOC102724421	chr12	-	67077625	67096284
TYW1	chr7	+	66996804	67239514
MALINC1	chr5	-	140102921	140108012
PLTP	chr20	-	45898619	45910994
LOC729930	chr1	-	89289257	89290362
IQCF5-AS1	chr3	+	51873595	51875767
PDCD2L	chr19	+	34404398	34426167
S100A13	chr1	-	153618799	153634361
APC	chr5	+	112707497	112846239
SYTL3	chr6	+	158663402	158764876
POLR3H	chr22	-	41525800	41544470
HSFY2	chrY	-	18731439	18773735
HSFY2	chrY	+	18546690	18588963
HSFY2	chrY	-	18731439	18773715
HSFY2	chrY	+	18546670	18588963
HSFY2	chrY	+	18546670	18548592
HSFY2	chrY	-	18771813	18773735
COPS8	chr2	+	237085888	237100474
MEGF8	chr19	+	42325634	42378763
CDKN3	chr14	+	54397006	54420216
KLHL23	chr2	+	169733831	169751878
LOC101928163	chr1	+	23521929	23528419
SFTA3	chr14	-	36473288	36513535
GAGE12F	chrX	+	49341113	49529985
PRR32	chrX	+	126819728	126821785
MIR1245B	chr2	-	188978093	188978161
FEZ1	chr11	-	125442880	125496265
APRT	chr16	-	88809338	88811928
SALRNA1	chr14	+	60639215	60640416
LGALS3BP	chr17	-	78971254	78979923
PLK2	chr5	-	58453982	58460139
VSIG4	chrX	-	66021737	66040125
TDRD10	chr1	+	154502218	154548147
LINC02365	chr4	-	184618615	184624872
STARD4	chr5	-	111496034	111512597
EFR3A	chr8	+	131904092	132013639
SNORD81	chr1	-	173864145	173864222
PRDX5	chr11	+	64318120	64321811
TSPAN8	chr12	-	71125095	71157809
TSC22D1	chr13	-	44432142	44436858
SCAF4	chr21	-	31670999	31732118
CSTA	chr3	+	122325247	122341968
SRGAP2-AS1	chr1	-	121360155	121397905
CATSPER2P1	chr15	-	43735947	43746298
NMNAT2	chr1	-	183248236	183418380
MIR3085	chr10	-	97875812	97875897
LOC442028	chr2	-	94868684	94947342
CCNB2	chr15	+	59105145	59125045
MNX1-AS2	chr7	+	157006306	157007118
POLD2	chr7	-	44114679	44123570
LINC01684	chr21	+	24428739	24490307
LINC00894	chrX	+	149938547	150016787
TBC1D7-LOC100130357	chr6	-	13274848	13328537
RAMP2	chr17	+	42761226	42763041
AQP2	chr12	+	49950736	49958878
USP38	chr4	+	143184916	143223874
LOC105371703	chr17	-	27072388	27089241
SYCN	chr19	-	39202824	39204263
KCNMB2-AS1	chr3	-	178525467	178860405
HSPA5	chr9	-	125234852	125241343
CD99	chrX	+	2691294	2736437
TM6SF2	chr19	-	19264365	19273301
KRTAP13-3	chr21	-	30425379	30425926
PDZD7	chr10	-	101007678	101031129
HES5	chr1	-	2528744	2530263
MIR766	chrX	-	119646737	119646848
ATP9B	chr18	+	79069393	79378282
C1QTNF3	chr5	-	34017857	34244724
TFAMP1	chr7	+	1614469	1616692
NDUFS7	chr19	+	1383906	1395584
CCDC153	chr11	-	119189637	119195841
LOC101928253	chr6	-	11990342	12001244
SAE1	chr19	+	47130834	47210636
TERF1	chr8	+	73008863	73048123
ZYG11A	chr1	+	52842759	52894995
FGFBP2	chr4	-	15960245	15963175
DHX15	chr4	-	24527474	24584554
SLC7A4	chr22	-	21028717	21032561
ZMIZ1	chr10	+	79068965	79316518
MIR3960	chr9	+	127785832	127785923
SNORA38	chr6	+	31623078	31623210
FBXW11	chr5	-	171861548	172006638
MLC1	chr22	-	50059390	50085426
TREX1	chr3	+	48466229	48467645
LNCOG	chr12	+	76259882	76305969
LRTOMT	chr11	+	72080849	72096892
MIR33A	chr22	+	41900943	41901012
SPOCD1	chr1	-	31790421	31816051
LINC02501	chr4	+	31506543	31557752
PGBD2	chr1	+	248906234	248919146
TACO1	chr17	+	63600894	63608365
SLC25A42	chr19	+	19063993	19113030
LINC00032	chr9	-	27245683	27282793
TPRG1-AS2	chr3	-	189238685	189240594
PUSL1	chr1	+	1308579	1311677
LOC101928807	chr7	+	132260860	132264289
KCNMA1-AS2	chr10	+	77140830	77150100
PLPP6	chr9	+	4662293	4665258
ABCC6P1	chr16	+	18571247	18598285
SNORA77	chr1	+	203729580	203729705
ZSWIM7	chr17	-	15976560	15999704
CYP2E1	chr10	+	133527362	133539123
TNFAIP8L2-SCNM1	chr1	+	151156648	151170296
LINC01111	chr8	+	76406653	76524332
THBS2	chr6	-	169230843	169253846
ARHGAP8	chr22	+	44752557	44862784
UBFD1	chr16	+	23557726	23574389
ADI1	chr2	-	3497365	3519531
RDH11	chr14	-	67676800	67695764
PCAT19	chr19	-	41454169	41500649
GAS1RR	chr9	+	86948697	87002033
ANP32E	chr1	-	150218416	150236112
UBALD1	chr16	-	4608883	4614888
PRDM16	chr1	+	3069202	3438621
CCNC	chr6	-	99542386	99568660
TCF7L2	chr10	+	112950249	113167677
CD53	chr1	+	110873099	110899936
ZNF705D	chr8	+	12089337	12115516
LINC02115	chr5	-	103528433	103541985
AP5Z1	chr7	+	4775622	4794397
MIR3622A	chr8	+	27701676	27701759
MIR4458	chr5	+	8460924	8460999
PRSS12	chr4	-	118280037	118353003
BTBD17	chr17	-	74356415	74361868
MIR3929	chr18	-	35934087	35934142
SBSPON	chr8	-	73064542	73093172
CCDC177	chr14	-	69569800	69574871
LINC01363	chr1	-	167175361	167195805
LOC100130370	chr17	-	81375437	81385382
KCNQ2	chr20	-	63400207	63472655
C1orf68	chr1	+	152719521	152720470
CSHL1	chr17	-	63909607	63911258
ERCC8	chr5	-	60873831	60945078
MIR4439	chr2	-	225010460	225010540
ZNF441	chr19	+	11766999	11784078
CACNA1A	chr19	-	13206442	13506479
TMEM91	chr19	+	41363965	41384082
MIR26A1	chr3	+	37969403	37969480
NUDT21	chr16	-	56429132	56451332
POU5F1P3	chr12	-	8133768	8134852
SNORD114-3	chr14	+	100953348	100953422
LOC154449	chr6	-	170254333	170262569
NAE1	chr16	-	66802877	66830976
RFFL	chr17	-	35005989	35089226
PACS1	chr11	+	66070271	66244744
MIR6758	chr12	+	57512687	57512750
SRP54-AS1	chr14	-	34916479	34982566
EEF1E1-BLOC1S5	chr6	-	8013566	8102595
RNA5S13	chr1	-	228621444	228621565
DPY19L2P4	chr7	+	90119399	90125600
ADIRF	chr10	+	86968481	86970915
KRTAP6-1	chr21	-	30613685	30613904
DPM2	chr9	-	127935098	127937854
MIR4307HG	chr14	+	26873132	26914743
SEPTIN4-AS1	chr17	+	58519836	58556925
GCN1	chr12	-	120127202	120194715
TSPAN2	chr1	-	115048010	115089503
MIF	chr22	+	23894382	23895223
SLC44A5	chr1	-	75204474	75616163
LOC100128079	chr16	-	27708420	27719029
DANCR	chr4	+	52712393	52714138
TEAD3	chr6	-	35473596	35497079
HES4	chr1	-	998963	1000097
STARD13	chr13	-	33103138	33285755
IFI27L2	chr14	-	94127780	94129604
H2BW2	chrX	+	104039955	104042454
RASGRP1	chr15	-	38488102	38564814
NOTCH2	chr1	-	119935112	120069703
TAF7L	chrX	-	101268257	101293083
IGBP1P1	chr14	+	34939921	34940496
LINC00965	chr8	-	7268240	7271114
GTF3C1	chr16	-	27460612	27549913
RANBP9	chr6	-	13621497	13711835
LOC101927692	chr10	+	114764787	114779903
IRF2BPL	chr14	-	77024542	77028708
DPT	chr1	-	168695467	168729206
RETSAT	chr2	-	85341954	85354528
SERTAD4-AS1	chr1	-	210231455	210233885
GLCE	chr15	+	69160596	69267638
LOC102724951	chr21	+	7430636	7469008
LOC102724951	chr21	+	5553636	5592004
LOC102724951	chr21	-	6228965	6267336
LOC102724951	chr21	+	7048858	7087230
OR2C1	chr16	+	3355888	3357306
PRDM7	chr16	-	90056565	90077331
MCRIP2	chr16	+	641827	648474
VPS54	chr2	-	63892149	64019428
MIR7975	chr19	-	55123224	55123292
CGAS	chr6	-	73423710	73452297
ZMYM2	chr13	+	19959023	20089115
OR4A5	chr11	+	54706831	54707902
ZC3H10	chr12	+	56118265	56127514
ZNF275	chrX	+	153334154	153352926
ETNK2	chr1	-	204131061	204152044
STMP1	chr7	+	135662513	135676415
CARS1	chr11	-	3000928	3057423
EBF2	chr8	-	25841725	26045413
CHMP4B	chr20	+	33811347	33854366
RAB3B	chr1	-	51907955	51990700
ZNF516-DT	chr18	+	76495338	76498089
PRKAR1A	chr17	+	68512429	68533429
KCNIP4	chr4	-	20728605	20882710
OR11A1	chr6	-	29425503	29432072
MIR4775	chr2	+	207754806	207754881
DYNLL1	chr12	+	120496112	120498493
PBX4	chr19	-	19561712	19618687
RGS5	chr1	-	163304205	163321791
EEF1B2	chr2	+	206159593	206162929
C8orf34	chr8	+	68330372	68819023
CSPP1	chr8	+	67064367	67196614
MIR8072	chr12	-	123364763	123364843
NAGLU	chr17	+	42536240	42544448
MIR6766	chr15	-	89326738	89326810
LINC02112	chr5	-	9641314	9903824
PRPF19	chr11	-	60890547	60906585
NEXMIF	chrX	-	74732855	74925452
RSRC2	chr12	-	122503453	122526936
MIR6763	chr12	+	132581996	132582061
PWRN1	chr15	+	24558156	24587779
PCDHA12	chr5	+	140875307	141012346
FSIP2-AS1	chr2	-	185783690	185800150
LINC00229	chr22	-	44606327	44625419
LAMA4	chr6	-	112253781	112254715
ADAMTS13	chr9	+	133414336	133459386
HAND1	chr5	-	154474971	154478227
HMHB1	chr5	+	143812160	143820716
RPLP1	chr15	+	69452817	69456205
DZIP3	chr3	+	108589721	108694840
USP16	chr21	+	29024667	29054486
CPTP	chr1	+	1324801	1328896
NKPD1	chr19	-	45149749	45160150
MIR190B	chr1	-	154193664	154193743
SEPSECS-AS1	chr4	+	25160671	25198505
MIR200CHG	chr12	+	6963244	6964447
PLEKHM1P1	chr17	-	64784840	64837184
POLR3A	chr10	-	77975148	78029515
LINC00477	chr12	-	24566963	24584168
ZKSCAN7-AS1	chr3	-	44557356	44685653
BMPER	chr7	+	33905538	34156427
SIRLNT	chr8	-	40333172	40343363
MAPK12	chr22	-	50252900	50261683
PI16	chr6	+	36948262	36964837
FLJ43315	chr9	+	64016949	64061612
CYP4V2	chr4	+	186191566	186213463
FAM27E3	chr9	-	67717497	67719179
MIR497HG	chr17	-	7015817	7019654
LINC01720	chr1	+	190624889	190801658
USP47	chr11	+	11841971	11961887
TMEM248	chr7	+	66921224	66958551
SNORA28	chr14	+	103337848	103337974
GUSBP10	chr7	-	57165669	57180156
FAM174A	chr5	+	100535373	100586740
H2AC13	chr6	+	27808172	27808667
KRTAP3-2	chr17	-	40999192	40999906
NANOG	chr12	+	7789401	7799146
NPIPB15	chr16	+	74377951	74392114
AUTS2	chr7	+	69598474	70793506
LINC02123	chr5	-	7346985	7347977
MTX3	chr5	-	79976715	79991262
CBX6	chr22	-	38861421	38872216
SMIM38	chr11	+	69155934	69162440
MRPS24	chr7	-	43866557	43869517
RFC2	chr7	-	74231501	74254458
TRIM64B	chr11	-	89870586	89876017
OR6A2	chr11	-	6794524	6795908
KRT77	chr12	-	52689625	52703524
PRSS57	chr19	-	685545	695452
OR12D3	chr6	-	29373422	29375291
OBI1	chr13	-	78614288	78659155
LINC01881	chr2	+	242088632	242160503
LBH	chr2	+	30231533	30260028
MIR3139	chr4	+	143343459	143343535
RGS14	chr5	+	177357923	177372596
CTRB1	chr16	+	75218987	75224924
MIR550B1	chr7	-	30289793	30289890
MIR3198-2	chr12	-	54231396	54231476
ARL14	chr3	+	160677159	160678447
TAS1R1	chr1	+	6555306	6579755
GNPDA1	chr5	-	142000670	142013027
LOC112268068	chr10	-	58325628	58329679
ENTPD1	chr10	+	95755651	95877266
POLD1	chr19	+	50384322	50418018
MIR4324	chr19	-	49308796	49308868
MIR429	chr1	+	1169004	1169087
MIR6854	chr9	-	98229148	98229217
MIR6070	chr21	-	43609886	43609989
LINC01545	chrX	-	46887418	46899704
LOC105370802	chr15	+	45705194	45931069
ALOX12P2	chr17	+	6893776	6900349
MIR6076	chr14	+	49966398	49966511
LINC02221	chr5	+	9854376	9857609
PPP1R3A	chr7	-	113876776	113919009
PRAMEF8	chr1	-	13281303	13285137
USP17L28	chr4	+	9325164	9326757
USP17L28	chr4	+	9329910	9331503
USP17L28	chr4	+	9334657	9336250
USP17L28	chr4	+	9339402	9340995
USP17L28	chr4	+	9344147	9345740
USP17L28	chr4	+	9348892	9350485
USP17L28	chr4	+	9353637	9355230
USP17L28	chr4	+	9363128	9364721
PREPL	chr2	-	44317608	44361561
SMIM41	chr12	+	52079703	52108255
CRYGD	chr2	-	208121606	208124524
HS3ST3B1	chr17	+	14301080	14349404
ZSCAN32	chr16	-	3382080	3401065
ABHD18	chr4	+	127965405	128039927
MTMR4	chr17	-	58489536	58517880
PRRX1	chr1	+	170664130	170739421
SNORD165	chr7	-	4837387	4837450
GIMAP5	chr7	+	150737347	150743649
FJX1	chr11	+	35618459	35620865
ANKRD37	chr4	+	185396840	185400237
MAGIX	chrX	+	49162842	49168156
CBX1	chr17	-	48070058	48101478
WFDC10B	chr20	-	45684650	45705019
RNU6-7	chr19	+	1021521	1021627
LINC00707	chr10	+	6779597	6842906
LINC00208	chr8	+	11576534	11581341
SNORD121B	chr9	-	33934296	33934375
FOXA3	chr19	+	45864325	45873797
S100A7A	chr1	+	153416519	153423222
GUSBP2	chr6	-	26871486	26956554
LOC100240728	chr7	-	56482104	56483319
SASH3	chrX	+	129779948	129795200
EXOSC9	chr4	+	121801322	121817021
LRCH4	chr7	-	100574010	100586129
LINGO3	chr19	-	2289783	2308154
MIR1278	chr1	+	193136502	193136583
NORAD	chr20	-	36045617	36050960
ZSCAN12	chr6	-	28384737	28399747
TMEM141	chr9	+	136791343	136793317
SPDYE9	chr7	-	73019731	73029766
SPDYE9	chr7	-	73047874	73057911
SPDYE9	chr7	-	73075984	73086038
SPDYE9	chr7	+	75307375	75317416
SPDYE9	chr7	+	75335342	75345383
